"title","text"
"StAS.1.1.364.P.Wigton.Stranraer","      statistical account  which stranraer labours under.  the chief fuel is peat and turf, brought from the distance of 3 or 4 miles; often of a bad quality, and always high priced.  many of the inhabitants burn coals in their rooms.  these are brought from air or irvine by sea, and cost the purchaser about fourteen pence the herring-barrel, including the price of leading from the shore.  a family, keeping only a regular fire in the kitchen, and another in a parlour, must expend six or seven guineas a year for firing alone.  would parliament take off the duty upon coals carried coastwise, the improvement of this town, and the neighbouring country, would advance with incon- ceivable rapidity the late earl of stair made several unsuc- cessful attempts to find coal in the neighbourhood.     church and stipend.- a new, commodious, and even ele- gant church, was finished in 1785, at a very considerable expence.  the stipend is, at an average, about l. 60 ster- ling, payable in meal and money, as modified in the year 1649, and confirmed by a new decreet in the year 1696. one of the preceding incumbents, mr walter laurie, left some parks in the neighbourhood, and a house in the town, to his successors for ever, to supply the want of a glebe and manse.  the parks are about 30 acres; they hold of mr vans agnew, and pay l. 3: 11: 1 1/3, as feu and teind.  the house was rebuilt in 1761.  to mr laurie's munificence the minister of stranraer is indebted for the tolerably decent man- ner in which he lives.  the minister has a right also to the vicarage teind of the herrings taken in lochryan, by the in- habitants of the town and clayhole, at the rate of the twen- tieth herring:  but this depending on a subject so preca- rious in itself, and so difficult to be levied, can never be pro- ductive.  the present minister may truly say he has not, on an average, received 10s. a year from this source.  he was  "
"StAS.1.1.365.P.Wigton.Stranraer","      of stranraer.  admitted minister in 1772, and is the third minister since the revolution.     at the eastern extremity of the town's jurisdiction is a se- ceding meeting-house, belonging to the antiburghers, scat- tered over the whole rhyns.  there are 443 persons on the examination roll of this congregation.  there are two other sectaries, smeatonits and m'millanites, but they are not nu- merous.     school.-the magistrates built a very convenient school- house a few years ago.  the schoolmaster's salary is l. ii. the number of scholars 60 or 70.  with quarter wages, and  the different perquisites commonly annexed to the office, it may be worth between l. 40 and l.50 a year.  there are some private schools also; some of them pretty numerous in scholars.     poor.-the town is oppressed with irish vagrants, who come over in crowds, and lodge in the suburbs and neighbour- ing cottages; and, besides occasional depredations on proper- ty, levy very heavy contributions from the humanity of the in- habitants.  the poor are supplied from the weekly collections; from the interest of capital of l. 200, accumulated from different legacies; and from an annual benefaction of the earl of stair.     population.-the return made to dr webster of the po- pulation of this town, about 40 years ago, was only 649 souls; but now, according to a very accurate enumeration of the in- habitants recently made, there were, at the beginning of the year 1791, no less than 1602.  of these, 1275 were 8 years of age and upwards; 260 below 8; and 68 sectaries of diffe-  "
"StAS.1.1.366.P.Wigton.Stranraer","      statistical account  rent denominations.  in 1780, there were 1050 above 3 years.  children below this age, and sectaries, were not in- cluded in the enumeration then taken.  abstract of marriages and baptisms from 1st january 1780. <table=abstract of marriages and baptisms from 1st january 1780.>  married in 1780    9   baptised   49            1781    9              42            1782    7              46            1783   10              41            1784   11              38            1785   12              38            1786   11              38            1787   12              43            1788   10              48            1789   21              40            1790    9              36  </table>     the register of burials cannot be depended on.     rent.-the rent of houses is in proportion to their situa- tion and convencies.  the land contiguous to the town, on the east and south, is in the parish of inch, and belongs to the earl of stair; that on the south-west and west to mr vans agnew, and is in the parish of lochswalt.  it is di- vided into small inclosures with turf sences, to accommodate the inhabitants, and is let at various rates, from 20 s. to 2 guineas an acre.  <footnote>  *two villages, clayhole and hill-head, belonging to the parish of lockswalt, are so closely joined to stranraer, being separated from it only by an ideal line, that they may be, and indeed item are, considered, especially by strangers, as part of the town.  they contain about 500 inhabitants.  "
"StAS.1.1.367.P.Wigton.Stranraer","      of stranraer.     prices of provisions and labour.- the price of oat-meal is about 1 s. 6 d. or 1 s. 10 d. a stone.  the scarcity occation- ed by the bad and late harvest of 1782 was less severely felt in stranraer than in most places.  the late earl of stair, and some of the more wealthy inhabitants, procured meal early in the season, at a reasonable price, and sold it at 2 s. a stone;  70 or 80 poor families in the town were indeed sup- plied at 1 s. 8 d. a stone.  the price of good beef, last martinmas, was 2 1/2 d. and 2 3/4 a pound, of 16 ounces, when taken in whole carcases, or by the quarter; mutton the fame; they are now 3 d. and 31 d; veal 4 d; lamb, when plenty, 2 1/2 d. and 3 d.; salmon, from glenluce and ballantrae, 2 d. a pound; butter 8 d. a pound, of 24 ounces; eggs 2 d a dozen; fowls 8d.; geese, at martinmas, 1s. 2 d. a piece; a turkey 2 s. 6 d. or 3 s.; rabbits 5 d. a pair without the skins; water sowls at reasonable prices; sea fith, sold by the hand, is extremely cheap.  little cheese is made in this country, and is of the poorest kind; it fells at 4s. the stone, of 26 pounds.  a labourer's wages are 1 s. a day for nine months, and 9 d. or 10 d the rest of the year; a mason's 1 s. 6 d. or 1 s. 8 d; a house carpenter the same; a taylor 6 d. with, or 1 s. without victuals.     roads.-the great road from carlifle to portpatrick goes through the town.  this road was made, and is kept in re- pair, by government.  government has also givern a sum of money to finish some cross roads, which, when finished, will render this county as easy of access, both from england and from airshure, as any county in the island.  the mail coach from london passes through the town every day; a diligence from air to portpatrick palle thrice a week.  the other roads in the district are made, and kept in repair, by the con-  "
"StAS.1.1.368.P.Wigton.Stranraer","      statistical account  version of the statute labour, at the rate of 15 s. for every l. 100 valued rent.  the principal ones are in good order.     miscellaneous observations-strangers, struck with the beau- ty of this situation, and the many advantages that forcibly ob- trude themselves on their eye, are surprised to hear that no manufacture, are established here; but the scarcity and high price of fuel must be an eternal barrier to the establishment of any extentive manufacture in the town of neighbouring country; yet there are very good artificers of every kind, who supply the demands of the inhabitants and neighbours.     a great number of the young men are bred up to the sea. when the hon. keith stewart was appointed to command the berwick last war, 70 or 80 voluteers from this town and neighbourhood entered with him.     the only natural curiosity in this parish is st john's well, considerably within high water mark.  it is flooded every sute by the sea; and in five minutes after the tie retires, it boils up in a copious spring of excellent soft fresh water. "
"StAS.1.1.369.P.Fife.Kings_Kettle","      of kettle.       number xxxix.       parish of kettle.       by the rev. mr peter barclay.       name, situation, and extent.     king's kettle, formerly called catul, or katul, is situated in the county of fife; in the presbytery of cupar, and synod of fife.  the origin of the name is uncer- tain.  it is, however, proved by authentic records, that the lands of kettle were once the property of the crown, and were afterwards fued in 8 divisions, in perpetual tacks, at the rents then received; which are still paid to the king, under the name of crown rents.  kettle is bounded by falkland on the west; by markinch, kennoway, and scoonie, on the south; by ceres, cult, and collessie, on the east; and by aughtermuchty on the north.  the parish contains some- what more than 9 square miles.  it is of a curved oblong figure, narrowest towards the west; in length, from east to west, nearly 8 miles; and in its greatest breadth a little more than 2 miles.  the village of kettle is situated in the flat of the strath, rather low and wet, on the south side of the eden; the floods of which reach to the skirts of the village.  bal- malcolm is situated about a furlong south-east, at the foot of the rising ground; and the road by cupar, between the forth       vol. i. 3 a  "
"StAS.1.1.370.P.Fife.Kings_Kettle","      statistical account  and tay, runs through it. coalton is on the brae head above it, and is clayey.     soil, and surface.-the largest and most valuable part of the parish lies in the course of that strath which extends from kinross to st. andrews.  here the surface is level; but towards the south, south-east, and south-west of the village, which is nearly in the center of the parish, it becomes bleak and hilly, including the higher grounds which run eastward from the lomonds.  the hills are in general covered with verdure, and in summer afford excellent pasture for all forts of cattle; yet, in some places, there are many large rugged stones projecting considerably above the surface.  woods are only wanting in this part of the parish to realife the poets description:       jussit et extendi campos, subsidere valles      fronde tegi sylvas, iapidosos surgere montes.     the nature of the soil is various.  in many places on the banks of the eden, which nearly bounds the parish towards the north, there are excellent carse soils; yet, at a small di- stance from them, extensive beds of sand, with a moorish, or mossy surface, are frequently found.  the stratum of sand is in many places covered with a strong stiff clay, in others with a light friable mould.  even in the hilly part of the country, the soil is in general excellent, and of a dark co- lour.       climate and diseases.-the climate is, for the most part, dry and healthy.  it it not subject to any local diseases.  some years ago, the ague was frequent in the lower parts of the parish; but, for the last 20 years, it has almost entirely dif-  "
"StAS.1.1.371.P.Fife.Kings_Kettle","      of kettle.  appeared; owing, most probably, to the many drains that have been made in this and the neighbouring parishes.  the common people are now peculiarly liable to dropsical swell- ings of the limbs.  during the above mentioned period po- tatoes have been introduced, and new form the principal part of the sustenance of the poorer householders.  it may per- haps be suspected, that this change of diet has produced some alternation in the constitutions of the inhabitants.     rivers, springs, etc.-there are no considerable lakes or rivers in the parish.  the eden, whose stream in summer is scarcely sufficient for a corn mill, abounds with excellent red and white trout, pike, and eels.  there are several springs, some of which are supposed to be impregnated with mine- rals.  the course of the eden being down a low strath, bor- dered on each side by hills for a considerable distance above kettle, and the river having very little fall, frequently over- flowed its banks, so that the crops on its carse haughs were always precarious, a plan was projected of making a cut so deep as to confine the water; but it was never executed, owing to the disagreement of the proprietors of the lands which lye on the opposite sides of the river.  about 10 years ago mr johnston purchased the whole, and formed the pro- jected cut on an enlarged plan.  a spacious canal was made for the water, 12 feet wide at the bottom, and 30 at the top, secured on the sides by raised banks and hedges, which in- clude a space of 70 feet in breath, and serve to confine the water at high floods.  this cut has been carried on a consi- derable way, but not with equal effect, as the direction of the stream was obliged to be accommodated to the convenience of persons with whose property it interferred.  mr johnston, since his residence at lathifk in 1783, has built an elegant house on the estate.  he has also got several of the farms in-  "
"StAS.1.1.372.P.Fife.Kings_Kettle","      statistical account  to his own hand, and has improved them; subdivided them mostly with ditch and hedge, and belts of planting; adorned them with clumps of trees, and elegant farm houses of two stories and garrets, covered with blue slate, and rigged with lead; all which give more vivacity and beauty to this part of the country than it had before, and will, when the planting is grown up, enliven it much more.     minerals.-in the farm of barntark there is a quarry of free-stone.  it is covered by a stratum of earth 4 feet thick. when this is removed, we observe upon the surface of the rock numerous impressions of vegetable bodies, apparently formed by branches of trees, of various diameters, curiously ramified and interwoven.  the stone is of the same nature with that below, but of a darker colour.  a large piece of petrified wood, and a petrified horn, were lately found here. about a furlong to the eastward of this  quarry, on the decli- vity of the hill, some persons searching for minerals discover- ed a large mass of petrified shells of various kinds, some of which were completely filled with transparent concretions. the mass is situated at the lower extremity of a lime-stone rock.  the forms of the shells are most distinct on the sur- face.  there are not nay petrifying springs in the parish; but, in some places, stalactites are formed by the cozings of coal water.  there is no marble of slate here; but an almost inexhaustible abundance of moor-stone and free-stone, which are of an excellent quality, and much employed in dyking and building.  lime-stone of the best kind is also abundant:  one quarry at forthar, belonging to dr pitcairn, physician in lon- don, and farmed by james blythe, esq. employs, on an ave- rage, 60 persons throughout the year, in the different proces- ses of digging, wheeling away the earth, blowing, and break- ing the stones, and filling the kilns.  a great number of men  "
"StAS.1.1.373.P.Fife.Kings_Kettle","      of kettle.  and horses are also engaged in conveying the lime to new- burgh port, for the carse of gowrie, and other parts of perthshire, &c.  the coals with which it is burnt are brought from balbirnie and balgonie, about 3 miles distant.  a large quantity of iron-stone, excellent in quality, is found on seve- ral parts of these estates.     in barntark muir, the surface of which is a common, and covered with heath, coals have long been procured.  for want of proper contrivances to carry off the water, they have not as yet been wrought far below the surface.  these mines, which are the property of alexander murray.  esq; of ayton, have been let, for the last 40 years, to alexander low, esq; who is now seriously engaged in attempting to obviate those inconveniencies which have hitherto impeded the working. the coals are of a superior quality, most of them resembling the oily newcastle coal.  there is another stratum of coal, but inferior in quality, at dovan, belonging to dr pitcairn. coals have also been  procured at clothie, en estate belong- ing to mr balfour.  some time since, when sinking a shaft to discover the extent of the coals, some metallic ores were discovered, which have not as yet been essayed.  when thrown into the fire, they emit a sulphureous smell, and in appearance resemble pyrites.  the price of coals at balgonie and balbirnie hill is 7 d. per 18 stone dutch weight.     church.-the annual value of the living, including l. 3: 6: 8 for providing the communion-elements, and l. 2: 3: 4 for pasturage, is l. 52: 3: 4 in money, 24 bolls of barley, and 41 bolls of meal.  the globe is one of the poorest in scotland, its yearly rent not exceeding l. 2.  the king is patron.  the number of heritors is 28; but only the half of them are superiors, the others being seuers.  the present  "
"StAS.1.1.374.P.Fife.Kings_Kettle","      statistical account  minister is mr peter barclay, who was settled in may 1778. he is married, and has four sons and one daughter.  the church appears, by a date on it, to have been built in 1636. it has been twice repaired since, and is in good condition. the manse is at present in such bad order, that it is intended to move for a new one in the spring.     poor.-there are at present about 14 persons who receive alms constantly or occasionally, being almost all infirm old people.  the collection for the poor has been, for the last 12 years, l. 16 per annum; and there is l. 300 out at interest at 4 1/2 per cent.     school.-the school and master's house are in good repair. the master is rather too old for much activity; but he has as assistant of considerable abilities.  the salary, with the house and session-clerkship, is about l. 22 a year, beside the school-dues, which are, for english, 1 s. 3 d.; writing, 1 s. 8 d.; arithmetic, 2 s.; latin, 2 s. 6 d.     price of provisions and labour.-from the vicinity to edin- burgh, and many coast towns, provisions are commonly kept at the edinburgh prices.  the grain is always lower than the lowest edinburgh or lothian grain.  a day-labourer is paid 10 d. a day, on an average; a carpenter or mason 1 s. 6 d.; a taylor 1 s.; but the common way of charging is by the piece.  labourers generally earn about 13 guineas a year; and their wives, if industrious, about l. 7 or l. 8 by spinnning, when not otherwise engaged.  the woman always spin with both hands.  domestic men-servants wages, at an average, l. 6; female servants l. 2: 15: 0.  "
"StAS.1.1.375.P.Fife.Kings_Kettle","      of kettle.  <table>  population.-number of inhabitants by de web-   ster's account in 1755                              1622 by survey in 1778                                     1643 males in the parish in dec. 1790, above 8 years old    639                                   under 8 years old    187 females                           above 8 years old    753                                   under 8 years old    180 total inhabitants in dec. 1790                        1759 increase in 12 years                                   116 householders                                           414 separatists from the-establishment above 8 years       587 of the establishment above 8 years                     805 children under 8 years old                             367 males born in 12 years, from 1778 to 1790              323 females                                                328 total born from may 14. 1778 to may 14 1790            691 males dead in the same 12 years                        200 females                                                178 total deaths in 12 years                               378 increase of population from births and deaths          273 increase in fact                                       116 persons who have left the parish in 12 years           157 average of males married in 12 years                    14 1/6 of females                                              12 1/6 total average of marriages                              20 1/3  </table>     the higher average of males marrying must be owing to a greater number of them getting wives from other parishes than females husbands.  more males are twice, or even thrice, married than females.  women are better qualified, at least, according to the manners of this country, for living single than men.  "
"StAS.1.1.376.P.Fife.Kings_Kettle","      statistical account  <table>  average of males born in 12 years                26 1/1 1/2 females                                          27 1/3 total average of births                          54 1/4 average of males dead in 12 years                16 2/3 females                                          14 3/4 total average of deaths                          31 1/2 average of family nearly                          4 1/4 30 families consist only of  one individual.    kettle village contains of inhabitants          516 balmalcolm                                       81 coalton                                          78 country part of the parish                     1084  </table>     the mean population may be nearly had by multiplying the average of births by 31 1/3; or the average of deaths by 54; or the average of marriages by 64 1/3; or the average of a family by the number of families.  the mean or average po- pulation, for any time, is the real population increased or di- minished by half the decrease or increase in that time:  thus, the real population 1759, diminished by 58, half the increase is 1701.  but this can only be true on the supposition that the increase or decrease is uniform.  the true mean popula- tion must be deduced from the following table, which pos- sesses many more important uses than merely determining the population.  "
"StAS.1.1.377.P.Fife.Kings_Kettle","      of kettle.  a table, showing the number dead in 20 years, viz. 625, and the number who have died at each age.  <table>  age,  dead.  age,  dead.  age,  dead.  age,  dead.  age,  dead.  0     20    20      7    40      3    60     10    80      4  1     40    21      7    41      3    61     10    81      4  2     35    22      7    42      3    62     10    82      4  3     20    23      6    43      3    63     10    83      4  4     15    24      6    44      3    64     10    84      3  5     10    25      6    45      3    65     10    85      3  6      8    26      5    46      3    66     10    86      3  7      6    27      5    47      3    67     10    87      2  8      4    28      5    48      4    68     10    88      2  9      3    29      4    49      5    69     10    89      2 10      3    30      4    50      6    70     10    90      2 11      3    31      4    51      6    71     10    91      2 12      3    32      4    52      6    72     10    92      2 13      4    33      4    53      6    73      9    93      2 14      4    34      4    54      6    74      8    94      1 15      5    35      4    55      7    75      7    95      1 16      5    36      4    56      8    76      6                     17      6    37      4    57      9    77      5          625 18      6    38      4    58      9    78      5 19      7    39      4    59      9    79      4  </table>     625-20=31.25 medium deaths in the parish.  this table, upon trial, is found to answer better for scotland than any yet published by mr wilkie.     by this table, there will be found living together 25392 souls, so that, supporting the number of deaths and births e- qual, viz. 625 yearly, the population would be 25392. hence 1 birth and 1 death would give a population of 40.6,       vol. i. 3 b  "
"StAS.1.1.378.P.Fife.Kings_Kettle","      statistical account  or the expectation of life for a child in kettle parish is 40.6 years.  thus, 625: 25392:: 1:40.6.  kettle population; by this rule, would be 31.5+54.25 (i.e medium deaths and births), /2=42.87, which x40.1 (-.5 deduced for the time of the year in which an infant may be born), = 1719, the medium population of 12 years.     beside the people employed in a manufacture, to be men- tioned afterwards, there are,  <table>  blacksmiths, including 3 apprentices                         7 shoemakers, including 2 apprentices                          8 taylors, including 4 apprentices                            10 butchers                                                     2 bakers                                                       2 carpenters and wheelwrights                                  8 lint-dressers                                                5 masons                                                      12 clockmaker                                                   1 colliers, about                                             12 hired servants, exclusive of apprentices                   130 day-labourers, who gave families, about                     90 gardeners                                                    4 students at college                                          4 shop-keepers                                                 3 gentleman's families                                         6 clergy, 1 established and 1 relief                           2 batchelors, not including domestic servants, and children      who have not left their father's house                    10  </table>     manufacture.-a considerable quantity of linen, from 7 d. to 2 s. 6 d. ayard is made in the parish; a small part of it is bleached; but the most of it is sold as it comes out of the loom in cupar or auchtermuchty, and thence sent to glas-  "
"StAS.1.1.379.P.Fife.Kings_Kettle","      of kettle.  gow, leeds, and london.  there are about 170 looms, which are wrought or superintended by about 60 master- weavers; the number of apprentices is 18, and the rest of the workmen are journeymen.  during their apprenticeship, or stay in their master's houses as journeymen, they pay 2 s. a week for board, and live wonderfully well.  the average gross produce of a loom, including apprentices and old men who do little work, is about l. 60 a year, (a good hand will fetch considerably above l. 100); and the average gross ex- pence to the master in liat, spinning, boiling, working, etc. is about l. 46: 15:0, most of which is laid out in the parish and near neighbourhood.  the looms find emploument for women and children; and hence, a family being advanta- geous, the men marry early; and hence one of the principal causes of the increased population.  this manufacture circu- lates above l. 10,000 annually; the greatest part of which is brought into the parish, as all the work is performed by the in- habitants; and the greatest part of the raw-material is home produce.  of the flax used, about 1/2 is dutch, and 1/2 riga; the rest is the produce of kettle.     agriculture, produce, etc.-  the farms in the parish are 32, and the average of servants on each is 5, viz. 3 men and 2 women.  most of the farms have cottages, whence they obtain assistance in hay-time and harvest.  besides these, there are many pendicles (pradiola), partly let off the farms, and partly let immediately by the proprietor and a great number of small feus, from 1 to 5 acres.  the farms are very unequal, both in size and rent.  the rent of pasture grounds is from 4 s. to l. 1:5:0, and of arable land from 5 s. to l. 1: 11:6 an acre.  about a fourth part of the arable ground is inclosed; and the advantages of inclosures is now so universally acknowledge, that all new leases are let on in- closing plans.  the sences are ditch and hedge, or stone-  "
"StAS.1.1.380.P.Fife.Kings_Kettle","      statistical account  walls, as is most convenient or suitable.  three commons tie on the confines of this and the adjoining parishes, and are now under the process of division.  <table>                                    scotch acres*. contents of the parish                 5668   of which there are in wheat                                    64  barley                                  360 oats                                    756 flax                                    100 green crop                              100 fallow                                   40 pasture not arable                      100 grass for hay                           400 arable pasture after hay               2870 planting                                160 common yet undivided                    650 black cattle in the parish             1050 horses                                  260 sheep of the common kind                500 ploughs                                  76 carts                                   128 valued rent in scots money   l. 6965: 13: 4.  </table>     the parish produces both more corn and cattle than is suf- ficient for its own maintenance, and of course brings the sur- plus to market.  wheat is sown, from the middle of sep- tember to the end of november; pease and beans in the be- ginning of march; oats from the middle of march to the end of april and barley in the month of may.  the har- vest generally last during september and october.     roads.-statute-labour for the roads is partly exacted in  <footnote>  *to convert scotch acres into english multiply by 1.270773.  "
"StAS.1.1.381.P.Fife.Kings_Kettle","      of kettle.  kind, and partly committed.  a turnpike bill for the county was obtained last session, and the gentlemen of the county are using every exertion for putting it in execution.     antiquities, etc.-on banden hill, which overlooks coal- ton from the eastward, and commands an extensive view of the strath of eden, from kinross to st andrews bay, are some remains of a circumvallation and rampart, of which tradition is silent.  it is of a circular form, and nearly 200 yards in diameter.  about half a mile to the eastward is another eminence, with ruins of the same kind on its summit.  it is called down hill; is the highest in the pa- rish; and commands the whole strath of leven, the firth, and the lothians.  from the situation of these buildings, they were probably used as places of observation.  the knock of clathe is a beautiful hill, rising smoothly without any appear- ance of fortifications.  a regular coffin, of fix stones, was found here some time ago, by men who were digging for gravel.  within it were human bones, and several trinkets among which was the brass head of a spear, now in the pos- session of the earl of leven.  there are at least 8 barrows in the parish, 3 of which have names:  pandler's know, and lowrie's know, in forthar ground; and liquorich stone in kettle ground.  bones have been found in the rest.  there is a tradition about the first, that, when dissensions arose be- tween families in different parts of the country, they met there to decide their contention by arms, and those who fell were buried in the tumulus.  the barrow in forthar is said to have been a regular place of burial, and to have had a  church or chapel near it.  but of this no vertiges are now extant.  <unreadable>     the lands of clatte, which constitute the east end of the  </unreadable>  "
"StAS.1.1.382.P.Fife.Kings_Kettle","      statistical account  <unreadable>  parish of kettle, and through which lay the old road from cupar to kinghorn, belonged to a family  of setons, who are celebrated in tradition for the most cruel robberies and mur- ders.  the grounds about clatto den are still desert.  in the  face of the brae, which forms one side of the den, is a cave, that is laid to communicate with the old castle or tower of clatto, a furlong distant, the remains of which are still vi- sible.  the same cave is said to have had another opening to the road, at which the affailant rushed out on the heedless passengers, and dragged them into the cavern, whence there was no return.  all appearance of a cave is now obliterated, by the breaking down of the banks.  a similar cavern was found, not many years ago, at craighall in ceres parish.  of these seatons many stories, replete with the superstitions of preceding ages, are still current among the country people. one may suffice.  one of the scottish kings, said to be james iv. passing that way alone, as was common in those days, was attacked by a son of seaton's.  the king having a hanger concealed under his garment, drew it, and with a blow cut off the right hand that seized his horse's bridle. this hand he took up, and rode off.  next day, attended by a proper retinue, he visited the castle of clatto, wishing to see seaton and his sons, who were noted as hardy enter- prising men, sitted to shine in a more public station.  the old man conducted his family into the king's presence.  one son alone was absent:  it was said, that he had been hurt by an accident, and was confined in bed.  the king insisted on seeing him, and desired to feel his pulse.   the young man held out his left hand.  the king would feel the other also. after many ineffectual excuses, he was obliged to confess that he had lost his right hand.  the king told him that he had a hand in his pocket, which was at his service if it would sit him.  upon this they were all seized and executed.  </unreadable>  "
"StAS.1.1.383.P.Fife.Kings_Kettle","      of kettle.     miscellaneous observations.-the people are in general cha- ritable, and well disposed.  both living and dress have un- dergone a remarkable change within these 20 years, owing to the influx of wealth, and rise of wages.  few, however, have proved insolvent.  property has, in consequence, in- creased in value, and is now rated at 29 years purchase.  a martial spirit seems to pervade the lower ranks, who can scarcely be prevented from entering into the army or navy on the report of a war.  their condition might perhaps be me- liorated by improving the lands still farther, and encouraging the loom; but, on the whole, few districts in the country have more reason to be satisfied with their present state.     kettle possesses very material advantages in its coal and lime works.  marl is easily procured.  the lands are impro- ved and drained with facility, from their sloping direction, and plenty of water.  it affords employment and subsistence for the whole of its inhabitants.  the language commonly spoken is english, with a provincial accent.  the names of places are said to be derived from the gaelic.     no essential hurt was felt from the severe years 1782 nor 1783 in this parish.  some individuals, perhaps, might be a little distressed; but, in general, the farmers made money in those years.  the crops being early, and tolerably reaped, yielded much meal, and supplied several places with good seed.  whatever degree of improvement this parish has yet attained, has almost all been given it (excepting the estate of wester lathrisk) within these 12 years.  much, however, yet remains to be done, both in acquiring system and execu- tion.     there are 7 or 8 public houses in the parish, but they  "
"StAS.1.1.384.P.Fife.Kings_Kettle","      statistical accout  produce no bad effects:  most of them are places of accom- modation, and could not be wanted.  the inhabitants of this parish are neither chargeable with the vice of drunkenness, nor of wasting their time or money.  several new houses have lately been built.  few cottages have been built, and  as few allowed to become ruinous.  there is no jail in the parish.  feudal services are wholry obliterated. "
"StAS.1.1.385.P.Shetland.Delting","      of delting.       number xl.       parish of delting.       by the rev. mr john morison.       name, situation, extent.     delting, or, perhaps, with more propriety, deltaing*, is of danish or norwegian origin.  the parish is in the county of orkney and shetland, and presbytery of shet- land, which has synodical powers within itself, the general assembly being the immediate court of appeal.  it is bounded on the west by the parish of northmaving, from which it is divided by a long narrow voe, called sulom voe; on the east by nesting and lunnasting; on the north by yell sound, which separates it from yell; and on the south by the pa- rishes of wiesdale and sandsting.  it is difficult to state with  any degree of precision the length or breadth of this parish,  as it is much intersected by narrow voes, and no part of it is above two miles from some sea.  the appearance of the coun- try is hilly, bleak, and barren.  the hills afford plenty of ex- cellent peats, which is an article of no small importance in  such a high latitude, and under such inclement skies.  that  part of the parish which is under cultivation, and which bears   <footnote>  *taing is a neck of land jetting out into the sea, and dell a valley.       vol. i. 3 c  "
"StAS.1.1.386.P.Shetland.Delting","      statistical account  but a very small proportion to the waste and uncultivated part,  produces, in good seasons, very tolerable crops of barley, and a kind of bleak oats, and abundance of potatoes.  cabbage thrive in every kail yard; but turnip, carrot, parsnip, etc. are  only to be found in gentlemens gardens.     climate and diseases.-the air is moist, but not unhealthy. the old people say that diseases are now more common than formerly, which may be ascribed to the change in the mode  of living, especially to the general use of tea, of which the consumption is amazing, even in the poorest families, who will stint themselves in many essential necessaries of life, in order to procure this article of luxury.  the most common distempers are the scurvy, which is not to be wondered at, as the people live much on fish and flesh, and use very little ve- getable food.  the dampness of the climate may likewise contribute to bring this terrible disorder to the height in which it often appears.  rheumatic and nervous complaints  are said to be more common now than they were some years ago.  many diseases are introduced by the ships of different nations, which occasionally touch at these islands.  convul- sion sits, of a very extraordinary kind, seems peculiar to this country.  the patient is first seized with something like faint- ing, and immediately after utters wild cries and shrieks, the sound of which, at whatever distance, immediately puts all who are subject to the disorder in the same situation.  it most commonly attacks them when the church is crowded; and  often interrupts the service in this, and many other churches in the country.  on a sacramental occasion, 50 or 60 are sometimes carried out of the church, and laid in the church- yard, where they struggle and roar with all their strength for  five or ten minutes, and then rise up without recollecting a  single circumstance that had happened them, or being in the   "
"StAS.1.1.387.P.Shetland.Delting","      of delting.  least hurt or fatigued with the violent exertions they had made during the fit.  one observation occurs on this disor- der, that during the late scarce years it was very uncommon; and during the two last years of plenty it has appeared more  frequently.     lakes, coasts, islands, fisheries.-there are in the parish some small lakes or lochs, and some small rivulets, but no stream that deserves the name of a river.  in these lakes and rivu- lets, the only fish is a small kind of trout; but, about the be- ginning of august, sea trouts, of a very large size, are caught in nets made for the purpose in the mouth of the different rivulets.  no fish of this kind are ever sold, but given in pre- sents through the neighbourhood.  the inhabitants fit out boats for the ling, cod, and tusk fishing, on the coasts of the  neighbouring parish of northmaving.  the season of this fishery is during the months of june and july, and a part of august.  how far the people, in general, are benefited by  this fishing, will appear from the following statement.  the expence of a shetland fishing boat. <table=the expence of a shetland fishing boat. >                                                       scots money*.    a boat 18 feet keel, completely rigged, etc. with   a fail containing 28 yards of canvas           l.   104   9   0 120 ground lines, at 26 s. each, fitted              156   0   0 8 ground lines for buoy ropes, at 20 s.                8   0   0 4 buoys, at 20 s. each                                 4   0   0 4 haddock lines, fitted with hooks, etc.              24   0   0                                                     -------------        total expence for boat and lines             l.   296   9   0      </table>  <footnote>  *scots money is divided like sterling, but is only the twelfth  part of it.  "
"StAS.1.1.388.P.Shetland.Delting","      statistical account  the boat may last six years, and the lines four; hence it ap- pears,  <table>                                                       scots money. that the annual expence on boat and lines will      be                                             l.    65   8   0 add wages of six men, suppose l. 20 each              120   0   0 15 lispunds of meal, 48 s. at an average               36   0   0 12 pints of spirits, at 24 s. each                     14   8   0                                                      -------------    total  expence during the season              l.   235  16   0  </table>     the fishermen carry many articles of provision from their own houses to the fishing stations, such as butter, milk, etc. on which no value is here put.  neither is any thing stated  for insurance, which in this trade ought to be very high, as the risk is great.     the fishery is carried on in these open boats, at the di- stance of 10 or 15 leagues from shore; and when bad wea- ther overtakes them during the night, which is often the case, the poor men are obliged to desert their lines, and make for the shore, which, alas! in many instances they never reach.  the present minister remembers two boats being lost in one night, by which accident 10 widows and 53 fatherless  children were left.       annual expence, and annual returns.     the fish is delivered to the proprietors, as caught, at 42 s. per quintal.  at the principal fishing stations, each boat may catch, at an average, 800 ling, which may weigh 100 quin- tals, a little more or less.  "
